home_strength,away_strength,home_yards,away_yards,home_turnovers,away_turnovers,home_third_down_pct,away_third_down_pct,home_time_possession,home_injuries,away_injuries,weather,stadium_type,rest_advantage,home_advantage,spread_line,total_line,home_expected_score,away_expected_score,home_actual_score,away_actual_score,home_win,strength_diff,yards_diff,turnover_diff,third_down_diff,point_differential,total_points,is_close_game,is_high_scoring
56.47688538100692,52.41962271566034,383.7130676650418,432.0424718687465,1,1,0.44677189596134587,0.2429641995721804,34.16996646935768,2,2,0,0,5,3.8347954192304283,-3.3606561587182906,47.14979985786917,25.97082896552747,19.863966453702957,25,23,1,4.057262665346585,-48.329404203704655,0,0.20380769638916546,2,48,1,1
53.758931273710964,45.34210025690626,369.80659312426025,403.4768858228837,1,1,0.3783225954648599,0.3311325553557832,28.84345257412023,2,2,3,2,7,4.371862133549777,-11.360268864515138,48.20152472842635,27.728574818255094,18.643287315294682,36,12,1,8.416831016804707,-33.67029269862343,0,0.047190040109076736,24,48,0,1
35.756243258341904,39.87306326981403,315.62093055400135,437.47338619478325,1,1,0.1775213646563595,0.34601702617170105,35.6052862587745,4,3,0,1,-1,2.558233976773987,-3.439725911527913,46.452603699314714,22.405524373561793,22.152709603212195,20,25,0,-4.116820011472129,-121.8524556407819,0,-0.16849566151534154,-5,45,1,0
54.9670605467639,45.30968694013045,348.66850471311335,388.47031358997367,1,1,0.4625789372269974,0.2266152291118811,34.76290902445456,3,2,0,1,-5,3.620548215961735,-8.504178399702058,40.75312864652478,27.324612825819102,18.29593539014263,21,24,0,9.657373606633456,-39.80180887686032,0,0.2359637081151163,-3,45,1,0
47.747130405445375,56.48346574030375,391.45301341525885,405.5863798814884,2,1,0.43677235350454063,0.4808342862996971,29.04162196722476,3,1,1,0,2,1.8086965027973514,-2.2661019017732293,42.836158661169286,20.362522609037004,23.446173893760346,23,21,1,-8.736335334858374,-14.133366466229575,-1,-0.04406193279515647,2,44,1,0
47.6390337292694,56.48511083012796,209.18199589606678,192.29578552804702,3,0,0.3684762322742516,0.2781982243777559,35.558411312586365,1,2,1,0,0,3.6061293630990847,2.261021172994261,46.634959327019516,22.12922777485869,23.476901588240395,14,18,0,-8.846077100858558,16.88621036801976,-3,0.0902780078964957,-4,32,1,0
52.40188045177593,43.987863009957806,624.4949652493824,297.48322511829315,1,1,0.4807006829528786,0.5994415826872665,22.530939229633006,1,0,0,1,6,3.515047686306048,-8.034057396437811,41.204068574588824,26.870972570015123,18.644075116290924,32,21,1,8.414017441818125,327.01174013108925,0,-0.11874089973438795,11,53,0,1
64.64701078121125,43.986904661482114,290.3329950810997,406.597116234825,2,1,0.5121706193229101,0.28872173547969415,29.541054234132403,0,4,0,0,0,3.5495763450626674,-12.28309070184828,50.61520376655417,30.334406058586826,15.215170286475843,21,16,1,20.660106119729136,-116.26412115372534,-1,0.22344888384321593,5,37,1,0
64.64565693721065,54.96692557451652,451.56388211300157,368.7821139785379,1,1,0.506754719217355,0.364677036009717,25.008867272140602,2,0,0,1,1,5.122156197012633,-4.741617871831369,48.77765554601586,28.832200978566988,18.289955218445645,27,16,1,9.678731362694123,82.78176813446368,0,0.14207768320763803,11,43,0,0
44.39615290766221,44.54106683933017,403.62858381727676,350.3612860264886,3,1,0.4354980230882132,0.32723124555761707,29.554324893673638,1,2,0,0,2,3.344068131402022,-0.4068830481278791,51.15426912125151,24.303492230534992,21.04057590086703,29,22,1,-0.14491393166795774,53.26729779078818,-2,0.10826677753059616,7,51,1,1
